Sentence	Subjectivity	Positivity	Negativity
It's just a shame that the program has to end  but I'm so glad they came to the Bay area especially over the Golden Gate Bridge  she said 	3	2	2
Onward to Mars 	1	3	1
At the Hollywood & Highland Center  a shopping complex with a view of the Hollywood sign  revelers yelled and screamed 	2	1	1
It was like being in Times Square for the millennium  said Blue Fier  a college photography professor 	3	2	1
"This is right up there	1	1	1
634 victory-lap-endeavor-rolls-retirement-083612464 It was pretty cool "	3	2	1
Endeavour rolled off the assembly line in the Mojave Desert in 1991 and a year later  rocketed to space 	1	3	1
It left Earth 25 times  logging 123 million miles 	1	2	1
Friday's high-flying tour was a homecoming of sorts 	3	2	1
After a nearly five-hour loop that took Endeavour over some of the state's most treasured landmarks  it turned for its final approach  coasting down the runway on the south side of the Los Angeles International Airport  where elected officials and VIPs gathered for an arrival ceremony 	2	1	1
As the jumbo jet taxied to the hangar  an American flag popped out of the jet's hatch 	1	1	1
Endeavour will stay at the airport for several weeks as crew prepare it for its 12-mile trek through city streets to the California Science Center  its new permanent home  where it will go on display Oct  30 	1	1	1
Before Endeavour was grounded for good  Californians were treated to an aerial farewell 	1	2	2
Endeavour took off from Edwards Air Force Base in the Mojave desert Friday after an emotional cross-country ferry flight that made a special flyover of Tucson  Ariz   to honor its last commander  Mark Kelly  and his wife  former Arizona Rep  Gabrielle Giffords 	3	2	1
It circled the high desert that gave birth to the shuttle fleet before veering to Northern California 	1	1	1
After looping twice around the state Capitol  it swung over to the San Francisco Bay area and Silicon Valley and then headed down the coast  entering the Los Angeles air space over the Santa Monica Pier 	1	1	1
En route to LAX  it passed over a slew of tourist sites including Dodger Stadium  Disneyland and the Queen Mary 	1	1	1
The cost for shipping and handling Endeavour was estimated at $28 million  to be paid for by the science center 	1	1	1
NASA officials have said there was no extra charge to fly over Tucson because it was on the way 	1	2	1
Endeavor's carefully choreographed victory lap was by far the most elaborate of the surviving shuttle fleet 	3	2	1
Discovery is home at the Smithsonian Institution's hangar in Virginia after flying over the White House and National Mall 	1	1	1
I want him to experience it and give him the memory since it's the last one  Reynolds said 	3	2	2
As Endeavour approached LAX  other airplanes were forced to circle and wait 	1	1	1
Passengers on an American Airlines flight from Miami snapped pictures and shot video out their windows as the shuttle arrived 	1	1	1
This was a once-in-a-lifetime event  said pilot Doug Causey  who has been flying for 29 years 	3	2	1
That was a real treat to see something like that 	3	2	1
Viral Video Recap: Hottest Memes of the Week	2	1	1
Look  folks -- we here at Mashable know you're too busy with work  school  friends and family to scour YouTube for the week's best videos 	3	1	1
That's why we do it for you!	3	1	1
Check out the video above for a full look at this week's viral hits 	1	1	1
Did we miss your favorite?	1	1	1
Share it in the comments 	1	1	1
Vodafone says it will cost 500 million sterling to fix CWW	2	1	1
LONDON (Reuters) - Vodafone Group said it would cost about 500 million pounds ($807 million) to fix Cable & Wireless Worldwide (CWW) over the next four years but the payback by 2016 from the acquisition would be bigger than some analysts expected 	2	1	1
The mobile operator bought CWW for a total 1 31 billion pounds in July in a deal that doubled its business with British companies and provided it with UK and international networks to increase its capacity to manage data growth 	1	1	1
It said on Thursday that it expected the business to deliver cash flow synergies of 150-200 million pounds a year by March 2016  resulting in an operating free cash flow contribution for the group in that year of 250-300 million pounds 	2	1	1
Its first priority  however  was stabilising CWW  which had long suffered from under-investment in its networks and customer service  with roughly 60 percent of the money earmarked for integration to be spent in the first 18 months 	2	1	1
CWW's Chief Executive Nick Jeffery  who ran Vodafone's global enterprise division until July  said CWW's revenues would continue the downward trend of the last three years until 2014 	1	1	2
Longer term  however  the opportunity to provide combined telecom and IT services to companies - one of the main rationales for the deal - was better than Vodafone expected 	2	2	1
The deal also gives Vodafone a 20 000-kilometre fibre network  relieving pressure on its network as data traffic from demand for services like video and reducing its bill for renting fixed line capacity from third parties like BT 	2	2	1
CWW's 425 000-kilometre international network would also be used to handle part of Vodafone's international traffic  the company said 	2	1	1
The Cable & Wireless name will live on in Britain for another couple of years  Vodafone said  while it improved the group's reputation 	2	2	1
We need to fix some things before we're happy to put our logo above the front door  the company's UK Chief Executive Guy Lawrence said at an investor event 	2	1	1
Analysts at Espirito Santo Investment Bank said the cash flow target was ahead of their estimates  as was the synergy range of 150-200 million pounds - they had 160 million 	1	1	1
The disappointment will be the length of time that it takes for Vodafone to achieve these cash flow benefits - March 2016 is more than three and a half years after the deal completed  they said 	2	1	2
Shares in Vodafone were 0 3 percent lower at 176 9 pence by 1332 GMT 	1	1	1
($1=0 6193	1	1	1
British pounds)	1	1	1
Warner Bros  and Sky Complete Pay TV Deal in U K   Ireland	1	1	1
LOS ANGELES (TheWrap com)	1	1	1
"- Warner Bros  has signed a new television distribution deal with Sky  giving the provider comprehensive pay-TV rights to films like ""The Dark Knight Rises"" and ""Dark Shadows"" in the United Kingdom and Ireland "	1	1	1
Under the terms of the agreement  Sky Movies will be the first subscription service in the United Kingdom and Ireland to show Warner Bros  movies 	1	1	1
Sky subscribers will get access to new releases about six months after they have ended their run in theaters  the company said 	1	1	1
Sky is available in more than 10 3 million homes in the United Kingdom and Ireland 	1	1	1
WHO: Watch closely for new virus related to SARS	2	1	1
LONDON (AP) — Global health officials have alerted doctors to be on the lookout for new cases of a virus related to SARS but said there was no sign the disease was behaving like the killer respiratory syndrome that killed hundreds in 2003 	2	1	5
Earlier this week  the World Health Organization announced the new coronavirus had been found in a critically ill Qatari man being treated in London as well as in a Saudi Arabian man who died several months earlier 	1	1	4
Genetic sequencing found the viruses in the two men to be nearly identical 	1	1	1
Gregory Hartl  a WHO spokesman  said Thursday the two might have been infected directly by animals and there was no indication of human to human spread 	2	1	2
SARS jumped to people from civet cats and then mutated into a form easily spread among humans 	1	1	2
Unlike SARS  the new virus also causes rapid kidney failure  a complication not usually seen in respiratory viruses 	1	1	3
Britain's Health Protection Agency said a small number of potential cases were being evaluated 	1	1	1
On Wednesday  Danish authorities ruled out a handful of cases in people who had recently been in Saudi Arabia and Qatar hospitalized with flu-like symptoms 	2	2	1
WHO also issued a case definition for the new virus to help doctors spot cases early 	1	1	1
Saudi officials said they were concerned that the next month's annual Muslim pilgrimage of Hajj could provide more opportunities for the virus to spread 	1	1	2
How to Watch the Emmys on Twitter  Desktop and Mobile	1	1	1
Although a stream for the 64th Primetime Emmy Awards won't be available online  there are several ways you can enhance your Emmys night on the web 	2	2	2
Here's how:	1	1	1
In addition to following tweets from Mashable accounts ( MashEntertain   BAHjournalist   Film_Girl and  JeremyCabalona)  you can follow our handcrafted Twitter list of 200 celebrity tweeters (Jimmy Kimmel  Julia Louis-Dreyfus  Mindy Kaling  etc ) and all of the nominees 	2	1	1
Twitter also created a hub  where you can choose which nominees you'd like to follow 	1	1	1
Starting at 7 p m  ET  live-stream viewers will see guests arrive  action inside the ball and the Emmy Winner's Circle  where celebrities personalize their statuettes 	1	1	1
Backstage Live will stream simultaneously during the award show broadcast on ABC 	1	1	1
People can access the live stream at Emmys com or on the Emmys iOS app  which now lets viewers pick who they think will win each award and keeps a scorecard of their choices 	1	1	1
Backstage Live  hosted by People Magazine senior writer Julie Jordan and directed by veteran awards-show director Bob McKinnon  also has social media components 	1	1	1
It will track trends in real time and have a Twitter stream  trivia and polls 	1	1	1
The Emmy Awards ceremony airs Sept  23 at 8 p m  ET 	1	1	1
Jimmy Fallon received three Emmy nods for hosting Saturday Night Live and one for Late Night With Jimmy Fallon	1	2	1
Westwood makes Poulter pay  eyes Americans next	1	1	2
MEDINAH  Illinois (Reuters) - Lee Westwood made team mate Ian Poulter empty his wallet after a practice-round beating and felt confident he could keep up the good form for Europe against the Americans at this week's Ryder Cup 	2	2	2
Westwood and Luke Donald thrashed fellow Britons Ian Poulter and Justin Rose on Tuesday on the Medinah course where the Ryder Cup opens Friday and the winning duo were a splendid 13 under while playing a best ball format 	2	2	2
"It was only a practice round on the first day  Westwood  who could not help but break into a smile  told reporters on Wednesday  ""I wouldn't read too much into it  We came out fast and we were just way too good for Ian and Justin  And they are a lot lighter this morning in their pockets """	2	2	2
Donald  who paired with Westwood two years ago at Celtic Manor to hammer Tiger Woods and Steve Stricker 6 & 5 in four-balls  said he enjoyed reuniting with Westwood 	1	2	1
"It's always pleasing when you're able to take cash out of Poulter's wallet  A few months fell out at the same time  but it was fun  Donald joked on Wednesday  ""We both played well  We certainly have a good chemistry between us """	1	2	2
Westwood struggled in Sunday's final round at the Tour Championship  finishing last in the 30-man field after a final-round 74  but was full of confidence after his practice play 	2	2	2
The Medinah Country Club course has been shorn clean of tangly rough to encourage big-hitting U S  players to lash out off the tee  but straight-driving Westwood said finding fairways was always an advantage 	1	2	2
I've played here pretty much all year  and I haven't seen a golf course that's had no rough and no rough around the greens  Westwood said about the tracks on the U S  tour 	1	1	2
"This is not a golf course that either team is particularly used to  and I can't see how it suits one team or the other to be perfectly honest	2	1	2
640 westwood-makes-poulter-pay-eyes-americans-next-213536049--golf I would say that the last time I played a golf course set up like this with no rough around the greens and no rough down the side of the fairways was The Belfry in 2002  and we set that up for ourselves """	2	1	2
"I think there's still a big advantage  It was certainly yesterday  he said  ""I felt there was a big advantage to hitting the fairways still "	1	2	1
The greens are not going to get any softer  They will firm up  It will be an advantage to hit fairways  Always is 	1	2	2
Why Doctors Should Trust Their Gut in Diagnosing Kids	3	2	1
Doctors who treat children see scores of kids with minor illnesses every day  but serious infections are rare 	1	2	2
"One way that to ensure that children with serious infections are treated quickly is for doctors to heed their ""gut feelings"" in assessing the children's behavior  according to a new study from Belgium "	1	2	1
The study showed that in two out of six cases where a child had a serious infection  but didn't have the clinical red-flag signs of one  the doctor had a gut feeling that something was wrong 	1	1	2
Gut feelings should not be ignored  but used in decision-making  the researchers wrote in their study  published Tuesday (Sept  25) in the journal BMJ 	2	1	1
"Dr  Robert Chun  an assistant professor at the Children's Hospital of Wisconsin  said  ""You have to have what I call 'a healthy amount of paranoia '"	2	1	1
"You cannot miss something that could hurt them for their life """	1	1	2
Where gut feelings come from	1	1	1
Primary care physicians often see children with serious illnesses when their symptoms have yet to develop in measurable terms  according to the study 	1	1	2
Chun said that doctors with experience treating children know that those who are acting lethargic or tired  despite having normal lab results  are cause for concern 	1	1	2
Doctors were asked whether they had a gut feeling  beyond the child's symptoms  that the child was seriously ill 	1	1	3
It turned out that 21 of the children were admitted to the hospital with serious infections  such as pneumonia or meningitis 	1	1	3
But such feelings can also be wrong 	1	1	2
In the study  doctors had gut feelings in 44 cases where those feelings turned out to be a false alarm 	1	1	2
Chun said that number of false alarms is not a reason to ignore the case where gut feelings were correct 	1	1	1
No one remembers the kid that you suspected  that turned out to be fine  he said 	2	2	1
But every one remembers the things you didn't look into — those are the ones that haunt you 	2	1	2
They found that gut feelings were most likely to arise when a child had a history of convulsions 	1	1	2
Additionally  gut feelings were strongly influenced by parents' concerns about their child's illness 	1	1	2
"Chun said  ""When a child is lethargic  when the parents say  'this is unusual ' as a clinician  you need to have a enough humility to know that even those all the lab numbers are normal  you need to look closer  and be more anxious """	2	1	2
In fact  Chun recently treated a 5-year-old boy with a rare infection of necrotizing fasciitis (sometimes called flesh-eating bacteria)  and parental intuition played a role in the case 	1	1	2
Moms and dads know their kid  they know that something's not right  he said 	2	1	2
There's nothing scientific about this  he said  adding that a more objective way to diagnose rare infections would certainly be desirable 	2	2	1
Getting second opinions from colleagues can help 	1	2	1
Why investors still aren't sold on the iPhone 5: 4 theories	2	1	1
Apple has announced that it sold 5 million iPhone 5 units over the weekend  crushing the previous record of 4 million set by the iPhone 4S in 2011 	2	2	1
One would think Wall Street would embrace this news from the world's most valuable company  right?	4	2	1
Think again 	4	1	1
Investors aren't impressed by the sales figures  and Apple's shares have tumbled from their $700-plus price on Friday  bottoming out near $685 Monday 	2	1	2
Why aren't investors sold on the well-received  record-breaking handset?	2	1	2
1	1	1	1
Analysts expected much moreForecasters predicted bigger  better things for the iPhone 5  Apple analyst Gene Munster of Piper Jeffreys went on record with an estimate between 6 to 10 million  settling on a conservative 8 million after seeing long lines of eager fans on launch day 	2	1	1
"In fact  says Jay Yarow at Business Insider  ""Munster called 6 million a 'worst case scenario '"	2	1	2
"So  this is worse than a worst case scenario """	3	1	2
Wall Street is responding accordingly 	1	1	1
2  The pre-orders were misleadingOn Saturday  Apple announced that 2 million people had pre-ordered the iPhone 5  more than doubling pre-orders for the iPhone 4S 	1	1	2
"The encouraging early figures emboldened analysts to boost their predictions  except ""obviously  the weekend sales didn't follow the same pattern as the pre-orders "" says Yarow "	2	2	1
3  The iPhone 5 had more ground to coverSales of the iPhone 5 were only about one million units higher than opening weekend sales of the iPhone 4S  says Seth Flegerman at Mashable 	1	1	1
"But ""when you normalize the number of countries in which the phones were available over opening weekend "" says ASYMCO analyst Horace Dediu  the iPhone 5 sold at ""roughly the same rate as the iPhone 4S """	2	1	1
So even though it smashed the old record  the figures aren't nearly as impressive as they seem 	2	1	2
"4  Apple's buggy Maps App raises bigger concerns The release of such a ""flawed product"" like Apple Maps with iOS 6 would have worried former Apple CEO Steve Jobs  says Dan Radovsky at Daily Finance "	2	1	2
Not so  it seems  his successor Tim Cook 	3	1	1
"It was a ""strategic gamble on the part of Apple  to knowingly foist a poor product onto its loyal customer base"" just to rid its mobile products of Google's presence "	3	1	2
And when consumers suffer  that's bad news all around 	2	1	2
Why are seats coming loose on American Airlines' planes?	1	1	1
American Airlines passengers are pretty rattled    literally 	2	2	2
Over a span of three days  rows of seats have come loose on three of the airline's Boeing 757 jets — in mid-air 	2	1	2
The airline says it will inspect eight other 757s with similar seats to make sure they don't have problems 	1	2	2
Here  a brief guide:What happened on these planes?While the jets were in flight  a row of seats on each of the planes — one going from Vail  Colo   to Dallas  one from Boston to Miami  and another from New York to Miami — came loose and tipped over 	1	1	3
Two of the flights made emergency landings just to be safe 	1	2	2
Nobody was hurt in any of the incidents How did the seats come loose?	1	2	2
They either came out of the tracks used to secure them to the cabin floor  or the tracks themselves came unbolted 	1	1	2
Travel experts said they couldn't remember such a thing happening once  much less three times in rapid succession 	2	1	3
"This should not have happened  says Mark Rosenker  a travel analyst for CBS News  ""These seats are designed to withstand a great deal of force  and they're not supposed to come off their tracks ""What"	3	1	3
went wrong?There are plenty of possibilities: Defective hardware  shoddy maintenance — even tampering can't necessarily be ruled out 	3	1	4
In this case  however  the airline is adamant that the incidents were caused by a maintenance problem  not intentional tampering 	1	1	2
It could be sabotage or it could be just sloppiness  George Hobica of Airfarewatchdog com	3	1	3
Either way  it's a disaster for the airline Is	3	1	3
this really that big of a deal?Travel industry experts say the slightest safety concern could be devastating  especially for a struggling airline 	3	1	3
"If travelers suspect lax maintenance is to blame  says travel analyst Henry Harteveldt  then ""passengers will start booking away from American Airlines in droves "	3	1	2
"This is very serious stuff """	3	1	2
Safety is everything  Hobica says 	3	2	1
With a delay or cancelation  you're sitting on the ground  he says 	3	1	2
(With loose seats) if the plane hits turbulence  people go flying Sources:	3	1	4
Winfrey's network signs deal with Tyler Perry	1	1	1
NEW YORK (AP) — Oprah Winfrey's OWN network is venturing into scripted programming for the first time through a deal with Tyler Perry 	2	1	1
OWN said Monday that Perry will produce  write and direct two series for the cable network to premiere next year 	1	1	1
"Perry is the creative force behind movies like ""Madea's Family Reunion"" and the TBS series ""Tyler Perry's House of Payne """	2	1	1
After its slow start  OWN has been improving its ratings performance recently — in large part through Winfrey's more aggressive booking of interviews for her own show 	2	2	1
Wiresurfer launches online telecom price comparison market	1	1	1
NEW YORK (Reuters) - Inspired by travel sites like Expedia  start-up Wiresurfer com is promising to condense three days work into fifteen minutes for small companies shopping for telecommunications services 	1	3	1
The Coral Springs  Florida based company  is launching its website on Tuesday where small and medium sized businesses can compare prices for telephone and Internet services and see what promotions are on offer in their region 	1	2	1
Businesses can then order their service via Wiresurfer  which has signed up about fifteen telecom partners including AT&T Inc  Comcast  CenturyLink Inc  EarthLink Inc and Windstream Corp 	1	2	1
The idea is that choosing a telecom provider would be made as easy as booking a flight online 	2	2	1
Wiresurfer Chief Executive and co-founder Jeff Kaufman expects big demand for a service that makes procuring telecom services less time consuming 	2	2	1
Small businesses often have to spend up to three days trawling through the websites of multiple phone companies and then calling the companies individually to find the best deals  he said 	2	1	1
"The process of actually shopping for telecommunications services even at the small business level is complex  said Kaufman  ""It's a giant time suck """	3	1	2
The phone companies have agreed to pay Wiresurfer a portion of each customer's phone bill for the duration of their contract with payments ranging from 14 percent to 25 percent of the phone bill  Kaufman said 	1	1	1
With a target market of 50 million U S  small businesses  Kaufman said he hopes to break even about eight months after launch and to have over 16 000 customers within about 30 months 	1	2	1
In the meantime  the company said it has an angel investment of $200 000 from Nantucket based entrepreneur Alan Bankart 	1	2	1
It is also seeking a round of venture capital funding 	1	1	1
If the service takes off then the business telecom services market could potentially become more competitive  according to Gartner analyst Tiffani Bova  who follows technology and telecom sales channels around the world 	2	2	1
If you look at other industries that have had an online marketplace aggregate multiple suppliers they have resulted in creating a much more competitive market  Bova said referring to the travel  hotel and insurance industries 	2	2	1
Even though telecom contracts come up for renewal only once every year or two  Bova argued that even if Wiresurfer gains just a small part of the market it could have a solid business 	2	2	2
There's lots of room here  the analyst said 	3	2	1
Today in books and publishing: Woman cuffed for late library returns  get to know Indian-American fiction  Samuel L  Jackson curses for Obama  did Chabon get Oakland right?	1	2	2
Connecticut public libraries don't fool around when it comes to overdue books 	3	2	2
None of this like in Chicago 	2	2	2
When a 58-year-old woman in Trumbull  Connecticut brought back her large collection of overdue books  she was promptly handcuffed 	2	1	3
Police arrested Nancy Harris on one count of fifth-degree larceny after public library director July Bernadette Baldino complained to local officers that Harris had amassed 121 books  magazines and DVDs from the Trumbull library and two nearby branches  worth over $3 000 	1	1	3
Harris gained access to the materials through her position as a Trumbull library assistant 	1	1	1
"She returned all but 25 of the items and protested the arrest  saying  ""I don't have any books from the Easton library or any other library """	1	2	3
Baldino gave Harris 24 hours to return all the items  but she took five days 	1	1	2
"She has been ""allowed to retire"" from her job at the library "	1	1	2
Weirdest book-related presidential endorsement ever 	2	2	2
Celebrities have of for presidential candidates  and Samuel L  Jackson is no exception 	2	2	1
He lent his amazing  intimidating voice to the effort to get Barack Obama reelected by reading a jokey parody of Adam Mansbach's jokey children's book Go the F*** To Sleep  previously intoned by the amazing  intimidating voice of  	3	3	1
Mansbach wrote Jackson's script for this video by the Jewish Council for Education and Research  Wake the F*** Up  which calls on listeners to vote for Barack Obama 	1	2	1
We're guessing that the president did not approve this bleep-laden message 	3	2	2
A survey of Indian fiction written in English 	1	1	1
If your knowledge of Indian English literature doesn't extend beyond Salman Rushdie or Jhumpa Lahiri  you've got some catching up to do 	2	1	1
"Fiction written in English by authors of Indian descent has been critically acclaimed and commercially successful for decades	3	3	1
646 woman-arrested-overdue-books-samuel-l-jackson-reads-151815437 Now a new wave of talent has arrived "	3	2	1
writes Keith Meatto  in an overview of contemporary English fiction by writers of Indian descent 	1	1	1
Authors name-checked in the piece include short story writers Rajesh Parameswaran and Tania James  Gods Without Men novelist Hari Kunzru  Booker winner Arundhati Roy  Booker shortlister Jeet Thayil and Aravind Adiga  author of The White Tiger 	1	1	1
But even with this embarrassment of literary riches  Meatto worries about how readers will understand the wave of recent Indian fiction written in English 	3	1	2
646 woman-arrested-overdue-books-samuel-l-jackson-reads-151815437 Will these books be a curiosity or a gateway to wider American interest in Indian culture? [ ]"	3	2	2
Is Michael Chabon's Oakland accurate?	2	1	1
Two couples lie at the center of Michael Chabon's Telegraph Avenue 	1	1	1
Much has been written about the book's treatment of race 	2	1	2
Slate's Tanner Colby Chabon's decision to create fully realized black characters  but The New Yorker's Matt Feeney finds that his depiction of racial harmony is accurate  if perhaps a bit too optimistic 	2	2	2
"He nails certain aspects of the city  Feeney writes: ""his novel evokes the city’s real racial folkways  the oddly winning blend of prickliness and sociability that I noticed on moving there myself  in August  2004  the month in which the novel is set """	3	2	2
"Reading the novel  he encountered a ""deep friendship between black men and white men  undeformed by neurosis  or suspicion  or cheesy stratagems of pretending to be each other """	2	2	2
National Book Foundation announces this year's 5 Under 35 honorees 	1	1	1
Jennifer duBois (A Partial History of Lost Causes)  Stuart Nadler (The Book of Life)  Haley Tanner (Vaclav & Lena)  Justin Torres (We the Animals)  and Claire Vaye Watkins (Battleborn) are the five young authors being honored by the NBF this year 	1	2	1
Woman sentenced after faking cancer to raise cash	2	2	3
PHOENIX (AP) — A Phoenix woman who pretended to have cancer in order to raise money for breast implants has been sentenced to a year in jail and three years of probation 	2	2	3
She pleaded guilty in August to a theft charge in a plea agreement 	1	2	3
Authorities say Toler helped organize fundraisers and collected more than $8 000 beginning last September 	2	2	1
Medical records obtained by Mesa police show she didn't have cancer and paid a plastic surgeon with the cash 	1	2	2
Court Commissioner Brian Kaiser also ordered Toler to pay restitution 	1	1	2
Police reports show Toler told her former boss she needed a double mastectomy and breast reconstruction but was uninsured 	2	1	2
She told the same story to her mother and grandparents 	2	1	2
Woman With Tourette's Says 'Biscuit' 16 000 Times a Day	1	1	1
"She describes her love-hate relationship with the disabling disorder Tourette syndrome in a new diary-style memoir -- ""Welcome to Biscuit Land: A Year in the Life of Touretteshero "" available in October "	2	2	2
"In Britain  ""biscuit"" means ""cookie "" but Thom insists she is never really thinking about eating when she has her involuntary outbursts "	2	1	2
Her brother-in-law recently took note of her verbal tic and counted her saying it 16 times a minute  or about 900 times an hour 	1	1	2
In one day alone  she has hit herself on the forehead with a phone  a carton of apple juice  a set of keys  a toilet roll and a strawberry 	2	1	2
Thom said that for years she viewed Tourette's as a liability  but now she sees it as a strength 	2	2	2
Comparing herself to the film character Bridget Jones  who laughed at her quirks and foibles  Thom recounts hilarious  but also heartbreaking stories of her encounters with a world not used to her social outbursts 	2	3	3
I know I tic all the time and it sort of pisses me off -- biscuit  biscuit  Thom told ABCNews com 	2	2	3
The challenges are dreadful  but it has helped make me a more resilient and empathetic person  she said 	2	2	2
You can overcome most things  and I have become more confident 	2	2	1
The verbal tics can include grunting  throat clearing  shouting and barking 	1	1	1
It was named for a French neuropsychiatrist  Gilles de la Tourette  who assessed the disorder in the late 1800s 	1	1	1
"He did not have the disorder  so it is ""Tourette "" but colloquially  it's called ""Tourette's """	1	1	1
They are frequent  repetitive and rapid 	1	1	1
She is probably not thinking 'biscuit' all the time  said Mink  who does not treat Thom 	2	1	1
"It's kind of an urge of need to do it	2	1	1
648 woman-tourettes-says-biscuit-16-000-times-day-002006414--abc-news-health A lot of people say it's like an itch that needs to be scratched "	2	1	1
He estimates one in 100 children has some degree of Tourette syndrome  a disorder that is little understood and whose cause likely has a genetic link 	2	1	2
Many patients also have symptoms associated with attention deficit hyperactivity disorder and obsessive compulsive disorder 	1	1	2
The majority of kids  even those bad enough to seek treatment  are likely to have their tics diminish or go away  said Mink 	2	2	2
Habit reversal therapy -- teaching a person with Tourette's to hold their breath  for example  instead of saying the repeated word  can sometimes help 	2	2	1
Antidepressants are used to treat associated anxiety 	1	2	2
I tried instead of banging my chest to try to stretch my arm out  but it didn't work for me  she said 	2	1	2
Thom does take muscle relaxants but other medications have caused undesirable side effects 	1	2	2
"She writes that the physical tics make her feel ""a bit like suddenly being wrenched from the inside or as if someone's put itching powder in my blood """	3	1	2
"Thom lives with a roommate  but she concedes there is still ""quite a lot of risk """	2	1	2
She recently fell in the shower and now uses a wheelchair 	1	1	2
"The intensity of the disorder ""fluctuates and changes "" according to Thom "	1	1	1
She recognizes that uncontrollable swearing can cause problems on her job 	2	1	2
There are people who would argue that exposing children to bad language is not acceptable  she writes 	2	1	2
About two years ago her tic intensified  sometimes she can lose her language altogether 	1	1	2
went smoothly 	1	2	1
"Thoms is eloquent  despite numerous ""biscuits"" and the occasional whooping sound "	1	2	2
The world has not been so empathetic with Thom 	1	1	2
"She writes about asking a staff member for directions at a London subway station: ""He ignored me  so I asked again  but he turned his back on me "	2	1	2
"I explained that I had Tourette's  that if I was swearing or making unusual movements they were not directed at him and that I just needed information  	2	1	2
648 woman-tourettes-says-biscuit-16-000-times-day-002006414--abc-news-health He looked at me and said  'I'm not giving you any f***ing information '"	2	1	2
In the end  he just walked away 	1	1	2
But when her transport pass didn't work  she had to approach him again for help 	1	1	2
Thom burst into tears and with the help of a woman  she was able to leave the station and get a taxi home 	1	2	3
But Thom understands why people are uncomfortable with Tourette syndrome 	2	1	2
There are a lot of myths about it  she said 	2	1	1
"They are frightened by it and the public response is in ignorance or fear	1	1	3 
648 woman-tourettes-says-biscuit-16-000-times-day-002006414--abc-news-health They hear the noises or moving around erratically	1	1	1
648 woman-tourettes-says-biscuit-16-000-times-day-002006414--abc-news-health They laugh at me because they are uncomfortable "	1	1	2
"At the same time  Thom says she has experienced ""incredible kindnesses"" from strangers who took the time to engage with her and listen "	2	3	1
"You've got Tourette's  he told her  ""My best mate of 20 years has Tourette's "	2	1	1
"You're in the right cab """	2	1	1
"A friend  Matthew Pountney  changed her life when the two founded the website Touretteshero and she began to see the ""humor and creativity"" in her condition "	2	2	1
"Pountney described her tics as a ""crazy language generating machine """	2	1	2
"How her brain chooses her tics are a ""complete mystery "" according to Thom "	2	1	1
Sometimes strange ideas come together that would not normally be put together that are visual and interesting 	1	2	1
"Some of her favorites are: ""Capital letters talk to themselves at night """	2	2	1
"Or even ""Hands up  Action Man """	1	1	1
"Her website attracts others with Tourette's and writing for them [and herself] has helped Thom ""reframe"" the negative aspects of her disorder "	1	2	2
Previously  I would get angry or upset  she said 	2	1	2
"I look at a close friend [who has Tourette syndrome] and I can see her tic and recognize that feeling in my body and how it looks from the outside 	2	1	1
648 woman-tourettes-says-biscuit-16-000-times-day-002006414--abc-news-health Never for a moment do I expect her to control that  so I am more patient with myself "	3	2	1
And the writing itself now gives Thom joy 	1	3	1
It's very healing not censoring myself  she said 	2	3	1
One of the things that surprised me about writing was having the chance to articulate my thoughts and share my experiences     I am able to communicate my thoughts without being interrupted 	3	2	1
MEDINAH  Illinois (Reuters) - Tiger Woods may be the greatest golfer of his generation but at the Ryder Cup he has been Joe Average and on Tuesday accepted responsibility for the dismal U S  showing for the past 15 years 	3	3	3
During a period where Woods reigned supreme over the golf world winning 74 PGA Tour titles  including 14 majors  he has been unable to extend his dominance to the biennial competition that pits the U S  best against Europe's best 	2	3	2
A mediocre 13-14-2 mark from six Ryder Cups does not enhance the brilliance resume of Woods  who has been able to celebrate just one team win from six Ryder Cup appearances 	4	3	2
Woods's struggles have coincided with lean times for the U S  with Europe hoisting the Cup in six of the last eight events 	2	1	2
"So I certainly am a part of that and that's part of being a team  I needed to go get my points for my team and I didn't do that	2	1	2
649 woods-accepts-responsibility-u-ryder-cup-woes-220617460--golf Hopefully I can do that this week  and hopefully the other guys can do the same and we can get this thing rolling """	1	2	1
Medinah Country Club  which will serve as the scene for this week's 39th U S -Europe showdown  represents a great chance for Woods to improve his record 	1	3	1
"I've always loved coming here  said Woods  who is also a five-time winner of the PGA Tour event at nearby Cog Hill  ""I enjoy playing in Chicago and for some reason  I've just had a lot of success here "	3	4	1
I don't know what it is but I seem to be very  very comfortable here 	2	2	1
There have been differing theories behind why Woods has not been able to impose his will on the Ryder Cup in the same fashion he has been able to in PGA Tour events 	1	1	2
"Any lesser team that comes to play these guys  they have a tendency to raise their game because it's a huge game for an underdog to play a Tiger Woods  	1	3	1 
649 woods-accepts-responsibility-u-ryder-cup-woes-220617460--golf They get up for it  They are not expected to win """	3	2	2
His singles record of 4-1-1 is impressive  but he does not play well with others as marks of 4-7-1 in foursomes and 5-6-0 in four ball suggest 	2	3	2
In golf's version of speed dating  Woods has been set up with just about everyone but has yet to find someone he truly clicks with 	2	1	2
At Oakland Hills in Michigan in 2004  captain Hal Sutton played the ultimate hunch matching Woods with long-time rival Phil Mickelson in a partnership that failed miserably 	2	1	3
This time it will be up to captain Davis Love III  who has partnered Woods as a player  to find the perfect match for the world number two 	1	3	1
